 "sample" , "image" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f86eb79e168a08dc64fe" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f86eb79e168a08dc650c" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f86fb79e168a08dc651a" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f86fb79e168a08dc6528" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f86fb79e168a08dc6536" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f870b79e168a08dc6544" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f870b79e168a08dc6552" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f870b79e168a08dc6560" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f871b79e168a08dc656e" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f871b79e168a08dc657c" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f871b79e168a08dc658a" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f872b79e168a08dc6598" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f872b79e168a08dc65a6" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f872b79e168a08dc65b4" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f873b79e168a08dc65c2" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f873b79e168a08dc65d0" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f873b79e168a08dc65de" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f874b79e168a08dc65ec" ,
 "http://materialsmine.org/sample/e408-s7-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f874b79e168a08dc65fa" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f961b79e168a08dc661d" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f961b79e168a08dc662b" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f962b79e168a08dc6639" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f962b79e168a08dc6647" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f962b79e168a08dc6655" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f963b79e168a08dc6663" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f963b79e168a08dc6671" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f963b79e168a08dc667f" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f964b79e168a08dc668d" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f964b79e168a08dc669b" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f964b79e168a08dc66a9" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f965b79e168a08dc66b7" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f965b79e168a08dc66c5" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f965b79e168a08dc66d3" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f966b79e168a08dc66e1" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f966b79e168a08dc66ef" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f966b79e168a08dc66fd" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f967b79e168a08dc670b" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f967b79e168a08dc6719" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f967b79e168a08dc6727" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f968b79e168a08dc6735" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f968b79e168a08dc6743" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f968b79e168a08dc6751" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f968b79e168a08dc675f" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f969b79e168a08dc676d" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f969b79e168a08dc677b" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f96ab79e168a08dc6789" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f96ab79e168a08dc6797" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f96ab79e168a08dc67a5" ,
 "http://materialsmine.org/sample/e408-s8-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f96ab79e168a08dc67b3" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9ecb79e168a08dc67d6" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9ecb79e168a08dc67e4" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9edb79e168a08dc67f2" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9edb79e168a08dc6800" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9edb79e168a08dc680e" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9edb79e168a08dc681c" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9eeb79e168a08dc682a" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9eeb79e168a08dc6838" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9efb79e168a08dc6846" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9efb79e168a08dc6854" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9efb79e168a08dc6862" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9efb79e168a08dc6870" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f0b79e168a08dc687e" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f0b79e168a08dc688c" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f1b79e168a08dc689a" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f1b79e168a08dc68a8" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f1b79e168a08dc68b6" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f2b79e168a08dc68c4" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f2b79e168a08dc68d2" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f2b79e168a08dc68e0" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f3b79e168a08dc68ee" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f3b79e168a08dc68fc" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f3b79e168a08dc690a" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f4b79e168a08dc6918" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f4b79e168a08dc6926" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f4b79e168a08dc6934" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f5b79e168a08dc6942" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f5b79e168a08dc6950" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f5b79e168a08dc695e" ,
 "http://materialsmine.org/sample/e408-s9-prasad-2021" , "https://nanomine.org/nmr/blob?id=60c4f9f6b79e168a08dc696c" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f514949f4e95cd5a3b" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f514949f4e95cd5a49" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f514949f4e95cd5a57" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f614949f4e95cd5a65" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f614949f4e95cd5a73" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f614949f4e95cd5a81" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f714949f4e95cd5a8f" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f714949f4e95cd5a9d" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f814949f4e95cd5aab" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f814949f4e95cd5ab9" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f814949f4e95cd5ac7" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f914949f4e95cd5ad5" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f914949f4e95cd5ae3" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93f914949f4e95cd5af1" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fa14949f4e95cd5aff" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fa14949f4e95cd5b0d" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fa14949f4e95cd5b1b" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fb14949f4e95cd5b29" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fb14949f4e95cd5b37" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fb14949f4e95cd5b45" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fc14949f4e95cd5b53" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fc14949f4e95cd5b61" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fc14949f4e95cd5b6f" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fd14949f4e95cd5b7d" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fd14949f4e95cd5b8b" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fd14949f4e95cd5b99" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fe14949f4e95cd5ba7" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fe14949f4e95cd5bb5" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93fe14949f4e95cd5bc3" ,
 "http://materialsmine.org/sample/e408-s18-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb93ff14949f4e95cd5bd1" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e314949f4e95cd5bf2" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e314949f4e95cd5c00" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e414949f4e95cd5c0e" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e414949f4e95cd5c1c" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e414949f4e95cd5c2a" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e514949f4e95cd5c38" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e514949f4e95cd5c46" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e514949f4e95cd5c54" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e614949f4e95cd5c62" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e614949f4e95cd5c70" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e614949f4e95cd5c7e" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e714949f4e95cd5c8c" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e714949f4e95cd5c9a" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e714949f4e95cd5ca8" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e814949f4e95cd5cb6" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e814949f4e95cd5cc4" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e814949f4e95cd5cd2" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e914949f4e95cd5ce0" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e914949f4e95cd5cee" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94e914949f4e95cd5cfc" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94ea14949f4e95cd5d0a" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94ea14949f4e95cd5d18" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94ea14949f4e95cd5d26" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94eb14949f4e95cd5d34" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94eb14949f4e95cd5d42" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94eb14949f4e95cd5d50" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94ec14949f4e95cd5d5e" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94ec14949f4e95cd5d6c" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94ec14949f4e95cd5d7a" ,
 "http://materialsmine.org/sample/e408-s20-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb94ed14949f4e95cd5d88" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e214949f4e95cd5da3" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e214949f4e95cd5db1" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e214949f4e95cd5dbf" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e314949f4e95cd5dcd" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e314949f4e95cd5ddb" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e314949f4e95cd5de9" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e414949f4e95cd5df7" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e414949f4e95cd5e05" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e414949f4e95cd5e13" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e514949f4e95cd5e21" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e514949f4e95cd5e2f" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e514949f4e95cd5e3d" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e614949f4e95cd5e4b" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e614949f4e95cd5e59" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e614949f4e95cd5e67" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e714949f4e95cd5e75" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e714949f4e95cd5e83" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e714949f4e95cd5e91" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e814949f4e95cd5e9f" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e814949f4e95cd5ead" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e814949f4e95cd5ebb" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e914949f4e95cd5ec9" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e914949f4e95cd5ed7" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95e914949f4e95cd5ee5" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95ea14949f4e95cd5ef3" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95ea14949f4e95cd5f01" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95ea14949f4e95cd5f0f" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95eb14949f4e95cd5f1d" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95eb14949f4e95cd5f2b" ,
 "http://materialsmine.org/sample/e408-s21-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb95eb14949f4e95cd5f39" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb990f14949f4e95cd5f5a" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991014949f4e95cd5f68" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991014949f4e95cd5f76" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991014949f4e95cd5f84" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991114949f4e95cd5f92" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991114949f4e95cd5fa0" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991114949f4e95cd5fae" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991214949f4e95cd5fbc" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991214949f4e95cd5fca" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991214949f4e95cd5fd8" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991314949f4e95cd5fe6" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991314949f4e95cd5ff4" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991314949f4e95cd6002" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991414949f4e95cd6010" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991414949f4e95cd601e" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991414949f4e95cd602c" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991514949f4e95cd603a" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991514949f4e95cd6048" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991514949f4e95cd6056" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991614949f4e95cd6064" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991614949f4e95cd6072" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991614949f4e95cd6080" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991614949f4e95cd608e" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991714949f4e95cd609c" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991714949f4e95cd60aa" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991714949f4e95cd60b8" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991814949f4e95cd60c6" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991814949f4e95cd60d4" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991814949f4e95cd60e2" ,
 "http://materialsmine.org/sample/e408-s22-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb991914949f4e95cd60f0" ,
 "http://materialsmine.org/sample/e408-s24-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb9c6214949f4e95cd610b" ,
 "http://materialsmine.org/sample/e408-s24-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb9c6214949f4e95cd6119" ,
 "http://materialsmine.org/sample/e408-s24-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb9c6314949f4e95cd6127" ,
 "http://materialsmine.org/sample/e408-s24-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb9c6314949f4e95cd6135" ,
 "http://materialsmine.org/sample/e408-s24-prasad-2021" , "https://nanomine.org/nmr/blob?id=60cb9c6314949f4e95cd6143" ,
